,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Last_Q_Net - Prev_Q_Net,Sector,Updated_Price,Predict_Inc_Dec
1943,20.68,22.73,34.45,13.21,369920.0,388230.0,0.7201000000000001,0.0167,-0.3228,-0.2344,-0.3361,-0.1689999999999999,28.33,15.23,7.23,0.63,6.6000000000000005,5,16.68,1
1944,9.72,9.69,9.97,9.61,83340.0,27880.0,0.4621,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.7,0
1949,15.06,21.3,33.39,11.03,535710.0,271630.0,0.6898000000000001,-0.0728,0.2202,-0.3281,-0.41,-0.5426,40.25,14.51,-33.6,-29.05,-4.550000000000001,3,10.13,0
1951,60.77,45.97,81.47,17.55,66660.0,62150.0,0.2862,0.0521999999999999,0.2173999999999999,0.7768,1.0274,3.0156,72.25,79.51,-0.83,0.77,-1.6,5,54.63,0
1953,3.9906,7.72,18.97,2.94,244970.0,446850.0,0.2672,-0.0673,-0.2597,-0.3311,-0.6806,-0.556,4.5,3.04,0.02,-25.0,25.02,8,4.3,1
1954,10.07,11.54,15.29,8.67,60260.0,45440.0,0.5971,-0.0237,-0.153,-0.0512,-0.2618,-0.2,15.0,9.09,4.02,-5.67,9.69,4,9.42,1
1957,1.3578,8.1519,43.8,0.7,335430.0,5360000.0,0.0,-0.2022,-0.4538,-0.6283,-0.9221,-0.8714,27.67,0.71,-3.44,-4.26,0.8199999999999998,9,0.71,0
1959,3.853,5.9956,20.5,2.46,198300.0,148090.0,0.8177,-0.1452999999999999,-0.3068,-0.5417000000000001,-0.6598999999999999,-0.7262000000000001,14.8,2.63,-23.09,-23.89,0.8000000000000007,3,2.14,0
1960,4.0344,5.0419,10.98,3.09,2650000.0,1460000.0,0.1726,-0.1143,-0.1885,-0.2757,-0.4816,-0.5670000000000001,5.0,3.33,-7.87,40.93,-48.8,5,3.34,1
1961,34.33,34.82,42.5,28.03,12560.0,9560.0,0.0404,0.0266999999999999,0.1133,0.2268,-0.0189,0.0353,44.5,35.0,119.15,88.28,30.870000000000005,4,31.82,0
1962,6.86,7.93,18.0,4.42,2620000.0,2120000.0,0.795,0.0135,-0.0161,0.1442999999999999,-0.3469,-0.5431,13.67,6.94,-51.81,-53.58,1.769999999999996,3,8.03,1
1963,4.0582,8.1866,19.653,2.63,2550000.0,4170000.0,0.3389999999999999,-0.076,-0.2323,-0.4296,-0.7188,-0.7698999999999999,6.5,3.26,13.74,-8.1,21.84,4,2.7,0
1964,13.18,12.69,13.88,8.94,450630.0,306800.0,0.6815000000000001,0.0365,0.0349,0.0596,0.1155,0.2744,13.83,13.32,74.56,77.68,-3.1200000000000045,1,13.76,1
1965,18.03,21.35,26.98,15.89,204880.0,147490.0,0.8369,0.0053,-0.0098,-0.12,-0.2841,-0.1689999999999999,29.25,17.08,34.8,24.0,10.799999999999995,2,18.32,1
1968,35.36,35.25,37.11,30.28,5470000.0,5600000.0,0.4891,0.0356999999999999,0.0401,0.0559999999999999,0.038,0.1431,39.23,36.85,530.0,448.0,82.0,9,38.45,1
1969,73.27,63.04,81.47,42.16,117420.0,110550.0,0.8809999999999999,0.0289999999999999,-0.0359,0.2368,0.2077,0.7895,79.33,75.47,20.17,21.19,-1.0199999999999996,2,72.27,0
1970,9.86,9.98,10.97,9.58,68480.0,341040.0,0.8565999999999999,-0.0021,-0.0152,-0.0162,-0.0172,0.0353,27.67,9.71,0.86,-1.32,2.18,1,9.71,0
1972,24.56,23.64,30.61,15.9,91520.0,112110.0,0.6423000000000001,0.0516999999999999,0.0005,-0.1551,0.0101,0.3833,33.0,22.1,2.56,14.45,-11.89,2,21.97,0
1974,20.84,23.26,41.0,15.89,136000.0,91450.0,0.9027,0.0029,-0.1076,-0.2457,-0.2521,-0.5455,47.5,18.85,-24.7,-21.45,-3.25,3,14.66,0
1975,0.7655,1.345,3.35,0.5,694450.0,1830000.0,0.1156,-0.1186999999999999,-0.2656,-0.3519,-0.767,-0.5993999999999999,4.8,0.54,-5.97,-6.73,0.7600000000000007,3,0.45,0
1978,9.74,9.72,9.99,9.6,90570.0,35090.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.71,0
1979,9.85,9.8,10.12,9.64,8320.0,32330.0,0.7151000000000001,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.86,0
1980,23.66,23.84,36.67,16.77,755270.0,818600.0,1.1845,-0.0183,0.0116,0.0268,-0.2779,0.0353,32.17,23.56,-1.58,-16.86,15.28,4,20.56,0
1981,155.31,128.53,181.38,79.76,368310.0,485900.0,0.92,0.1202,-0.0501,0.0711,0.2417,0.7304999999999999,181.62,152.58,3.87,5.6,-1.7299999999999995,2,111.81,0
1982,14.69,15.31,21.69,12.63,1550000.0,1200000.0,0.1604,0.118,0.165,0.2657,-0.1115,0.0353,18.0,18.67,-5.66,-17.14,11.48,9,16.74,0
1983,59.45,62.92,102.99,38.86,310410.0,441780.0,0.6676000000000001,-0.0101,-0.1982999999999999,0.3157999999999999,0.0403,0.2352,126.86,71.04,-15.59,-16.36,0.7699999999999996,3,60.37,0
1984,2.9501,4.4383,16.26,2.21,139830.0,115780.0,0.0547,-0.0418,0.0956,-0.0418,-0.4781,-0.4345,9.0,3.1,-2.31,-1.7,-0.6100000000000001,4,2.68,0
1985,15.73,20.38,40.01,12.02,597520.0,643770.0,1.017,-0.0548,0.0516,-0.2169,-0.2969,-0.565,36.71,14.84,-33.37,-33.66,0.2899999999999991,3,13.0,0
1986,58.24,52.6,87.85,29.93,428240.0,285370.0,0.6748999999999999,0.0709,0.1656,0.0753,0.2959,-0.1507,78.4,62.74,0.02,-0.23,0.25,3,42.68,0
1988,9.93,9.93,9.95,9.85,1660.0,1660.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.9,0
1989,6.58,8.84,17.2,4.5,18970.0,33730.0,0.6253,-0.1103,-0.3390999999999999,-0.2459,-0.5771999999999999,0.0353,21.25,4.25,-6.44,-7.15,0.71,3,5.25,1
1990,9.82,9.79,10.0,9.62,3500.0,24640.0,0.0521999999999999,-0.001,0.001,0.0051,-0.1115,0.0353,27.67,9.84,0.02,-0.23,0.25,1,9.75,0
1991,6.9,7.65,9.83,5.82,16430.0,10280.0,0.5914,-0.0033,-0.1344,-0.2369,-0.3082999999999999,-0.106,17.5,6.01,-6.16,-4.36,-1.7999999999999998,3,6.13,1
1992,10.11,10.11,10.24,10.02,1360.0,49120.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,0,10.12,0
1993,134.64,176.2,223.8,108.42,334090.0,411820.0,0.9326,0.0372,0.133,-0.1452999999999999,-0.3181,-0.355,182.38,139.36,27.73,37.64,-9.91,3,127.09,0
1996,165.03,150.76,176.96,101.9,366250.0,446480.0,0.9766,0.0171,-0.0101,0.0109,0.1925,0.5468999999999999,202.64,162.46,0.02,-0.23,0.25,1,175.75,1
1998,15.08,14.93,16.0,12.9,210.0,1880.0,0.0762999999999999,-0.0121,-0.0056,0.0118999999999999,0.0408,0.2042,27.67,15.06,5.91,5.92,-0.0099999999999997,1,15.09,1
1999,18.46,17.68,19.43,12.4,188870.0,131930.0,0.644,0.0325,0.0548,0.0624,0.0904,0.5224,21.86,18.99,50.88,50.86,0.0200000000000031,1,20.4,1
2001,640.08,617.72,728.38,473.32,1100000.0,1360000.0,0.8583,0.0639,0.0679,0.2805999999999999,0.1168999999999999,0.5357999999999999,726.19,725.67,1179.74,1144.66,35.07999999999993,4,686.77,0
2002,161.69,179.04,201.31,145.79,94880.0,95120.0,0.6067,0.0349,0.0783,-0.0281,-0.141,-0.0713,170.0,164.55,30.66,31.73,-1.0700000000000005,9,165.69,1
2003,9.79,9.76,10.0,9.6,22660.0,106150.0,0.7227,0.0,-0.0070999999999999,-0.002,-0.0121999999999999,0.0353,27.67,9.73,0.32,10.9,-10.58,1,9.77,1
2004,27.93,26.22,30.0,21.38,3530.0,3640.0,0.2287,0.0018,-0.0031,0.0909,0.107,0.282,27.67,28.5,5.01,5.0,0.0099999999999997,1,28.56,1
2005,8.24,8.73,10.79,7.0,67860.0,42110.0,0.2041,-0.0256,-0.0766,-0.1651,-0.1362,-0.316,12.5,7.08,10.8,10.66,0.1400000000000005,6,7.73,1
2006,8.93,12.93,23.5,7.05,138790.0,82450.0,0.3461999999999999,-0.0482,-0.1546,-0.3554,-0.513,-0.6367,29.5,7.33,-4.05,-2.32,-1.73,3,7.38,1
2007,10.43,13.43,18.71,7.86,117500.0,102590.0,0.1132,0.0782,-0.0638,-0.1003,-0.4073,-0.1364,27.67,9.5,0.02,-0.23,0.25,10,10.56,1
2009,76.35,60.45,85.45,37.38,917860.0,916820.0,1.0252,0.0527,-0.0103,0.2171999999999999,0.3865999999999999,0.7705,79.3,77.83,26.74,21.84,4.899999999999999,4,63.64,0
2011,50.47,52.74,62.1,44.15,18200.0,13530.0,0.8828,0.1331,0.0998,0.0705,0.0278,0.0377,61.0,53.88,3.66,2.94,0.7200000000000002,2,47.43,0
2013,51.36,53.4,64.5,39.38,130710.0,100470.0,0.8309000000000001,0.0237,0.068,-0.0525,-0.1634,0.3144,65.86,51.57,6.5,8.3,-1.8000000000000007,3,46.62,0
2016,20.74,28.45,40.94,15.01,1160000.0,953380.0,0.3404999999999999,-0.0068,-0.1489,-0.4012,-0.5772999999999999,0.0353,29.38,16.55,-39.67,-38.4,-1.2700000000000031,7,15.44,0
2018,9.81,9.84,10.15,9.62,59790.0,45740.0,0.9324,-0.0231,-0.0152,-0.0040999999999999,-0.0231,0.0353,27.67,9.75,0.02,-0.23,0.25,1,9.76,1
2019,21.75,24.24,32.84,19.8,2740000.0,1890000.0,1.0871,0.0144,0.1466,0.1551,-0.1521,-0.1654,31.42,23.87,44.54,118.8,-74.25999999999999,5,22.08,0
2020,9.78,9.75,10.1,9.6,92650.0,53930.0,0.5528,-0.0040999999999999,-0.0040999999999999,-0.001,0.0072,0.0353,27.67,9.74,0.02,-0.23,0.25,1,9.81,1
2021,5.5379,6.0156,12.5,3.779,216120.0,322550.0,0.0629,-0.1205,-0.2899,-0.3847,-0.4471,-0.5361,12.76,4.14,0.02,-0.23,0.25,3,4.41,1
2022,163.11,167.84,194.05,142.63,883340.0,885930.0,0.9067,0.0287,0.0129,-0.0649,-0.0670999999999999,0.0191,187.0,163.02,236.87,56.26,180.61,7,153.52,0
2023,28.36,27.65,30.49,23.1,2390000.0,2110000.0,0.8493999999999999,0.0406,0.0272,-0.035,0.0607,0.2096,41.5,28.48,0.02,-0.23,0.25,7,28.25,0
2024,12.14,13.3,14.79,9.97,284780.0,250300.0,0.787,0.0052,0.0017,-0.0966,-0.1638,0.0348,14.33,11.9,78.2,4.4,73.8,7,11.31,0
2025,10.31,10.23,11.7,9.97,44800.0,139380.0,0.2408,0.0146,0.0146,0.0338,0.0216,0.0353,27.67,10.32,13.76,26.72,-12.96,1,10.3,0
2027,51.15,48.87,58.13,42.06,170.0,187.0,0.0104,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,7,50.59,1
2028,29.32,27.92,34.99,24.75,46080.0,68890.0,0.8036,-0.0039,0.0011,0.0428,0.0011,0.1336,39.0,28.81,-31.0,-38.0,7.0,7,27.08,0
2029,54.93,45.61,59.11,34.57,131760.0,153040.0,0.927,0.0342,0.0348,0.2637,0.3826,0.5028,59.3,59.58,-50.0,55.0,-105.0,7,57.94,0
2030,10.16,10.16,10.25,10.08,79070.0,232410.0,0.0827,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.18,0
2031,2.7084,3.9581,7.74,2.01,702300.0,737440.0,0.7539,-0.0953999999999999,-0.0246,-0.2852,-0.4644,-0.4590999999999999,27.67,2.27,72.0,153.0,-81.0,7,2.36,1
2032,4.5532,8.8671,33.02,3.7,332510.0,412350.0,0.2714999999999999,-0.069,-0.0526,-0.3721,-0.6790999999999999,-0.4661,15.5,4.24,-14.35,-16.83,2.479999999999998,3,3.58,0
2035,6.8,7.56,10.56,6.1,31910.0,47190.0,0.5167,-0.061,-0.0438999999999999,-0.0882,-0.1415,-0.3273,7.5,6.42,0.02,-0.23,0.25,9,6.55,1
2037,9.19,6.72,14.6,3.75,153590.0,220320.0,0.0649,-0.0365,-0.2712,0.465,-0.0339,0.5614,27.67,7.25,0.02,-0.23,0.25,2,6.87,0
2038,7.49,8.65,16.09,5.83,51990.0,48220.0,0.504,0.027,0.2916,0.2553,-0.0362,-0.2802,18.0,8.85,3.99,0.73,3.26,2,9.0,1
2040,1.3939,2.9961,6.95,0.88,241880.0,203970.0,0.005,-0.13,-0.2612,-0.5881000000000001,-0.7606999999999999,-0.784,3.6,1.0,82.18,-32.04,114.22,3,1.1,1
2043,5.3,6.41,12.7,4.69,49240.0,68570.0,0.481,0.1215,0.1238,0.0683,-0.2309,-0.2962,10.0,5.84,-2.9,-3.1,0.2000000000000001,2,5.68,0
2045,22.63,22.14,30.0,14.21,231290.0,193820.0,0.7109000000000001,0.0,-0.1253,-0.0819,-0.1631,0.3181,32.5,21.78,32.76,8.42,24.34,5,21.32,0
2047,33.31,39.79,75.25,11.5,17930.0,10800.0,0.1256,-0.0487,-0.0544,-0.1775,-0.4839,1.7287,27.67,31.19,9.94,8.73,1.209999999999999,5,28.98,0
2050,82.36,102.96,140.17,76.7,603620.0,821790.0,0.6714,-0.0029,0.0281,-0.0592,-0.3065,-0.1292,123.81,84.18,0.02,-0.23,0.25,4,82.51,0
2051,6.34,9.11,18.95,5.05,62350.0,36070.0,0.7535,-0.0859,-0.1003999999999999,-0.4452,-0.4397,0.0353,29.75,5.0,-6.34,-6.98,0.6400000000000006,3,4.43,0
2052,13.93,11.09,18.2,7.49,70570.0,99590.0,0.1253999999999999,-0.0271,-0.1202999999999999,0.0252,-0.0097,0.5564,21.1,12.82,0.02,-0.23,0.25,10,9.16,0
2054,74.28,69.41,95.51,38.91,289650.0,389390.0,1.0611,0.0412,0.0014,-0.0358,-0.1741,0.5077,110.43,66.51,2.75,8.45,-5.699999999999999,0,55.98,0
2056,8.1074,8.2232,13.52,4.61,470850.0,371500.0,0.5528,-0.02,-0.3843999999999999,-0.0588999999999999,-0.1115,0.0353,16.5,5.01,0.02,-0.23,0.25,3,4.26,0
2058,435.5,381.84,485.83,269.28,1420000.0,992960.0,0.8819,0.0462,-0.1344,-0.0225,0.0987,0.1353,469.34,400.3,0.02,-0.23,0.25,5,336.27,0
2059,92.06,86.16,112.08,65.67,801110.0,754650.0,0.9616,0.0298,0.2245,0.2728,0.3031,0.1158,108.86,106.92,81.5,21.5,60.0,4,105.32,0
2061,9.21,9.56,11.09,7.15,42570.0,304580.0,0.0381,-0.0405,-0.1402,0.0894,-0.1235999999999999,0.0353,14.94,8.82,0.02,-0.23,0.25,3,9.23,1
2062,9.0,10.27,13.05,7.9,151020.0,163310.0,0.5457,0.0036,-0.0048,-0.1394999999999999,-0.2307999999999999,-0.1296,12.0,8.48,0.35,-0.23,0.58,4,7.47,0
2063,14.17,12.77,15.37,9.18,52470.0,28590.0,0.155,0.0478,0.0348,0.0416,0.2024,0.4686,16.5,14.19,51.54,51.86,-0.3200000000000003,1,14.27,1
2065,45.42,53.14,68.28,36.25,5350000.0,5950000.0,0.8234,0.057,0.034,-0.1889999999999999,-0.2851,-0.122,67.89,43.93,-71.54,-251.92,180.38,4,42.6,0
2066,15.41,16.77,19.47,12.62,40110.0,34960.0,0.6486,0.0674,-0.111,-0.124,-0.2613,-0.069,21.25,13.86,2.34,2.88,-0.54,2,14.62,1
2068,10.12,10.12,10.2,9.89,23310.0,292810.0,0.1084,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.15,0
2069,18.72,17.72,20.69,14.07,26830.0,23430.0,0.3947,0.0449,-0.0069999999999999,0.1245,0.2082999999999999,0.3539,19.0,19.68,12.46,12.74,-0.2799999999999993,1,19.92,1
2070,147.65,155.9,188.0,95.54,265070.0,214840.0,0.8928,0.0021,0.0542,0.0118999999999999,-0.0658,0.3971,146.5,152.76,100.55,118.13,-17.58,5,138.9,0
2072,11.17,14.58,31.43,6.75,98820.0,60940.0,0.0626,-0.0223,-0.3545,-0.5429999999999999,-0.5876,-0.7242000000000001,25.0,7.24,4.76,-4.19,8.95,5,7.12,0
2074,74.4,67.9,80.77,53.03,290410.0,139520.0,0.8331999999999999,0.0501999999999999,0.1278,0.1221,0.2925,0.5049,71.33,79.59,25.64,25.6,0.0399999999999991,1,84.51,1
2075,9.84,9.79,9.9,9.58,226075.0,20150.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.94,0
2076,116.02,108.31,123.92,78.06,362920.0,370200.0,0.9515,0.0401999999999999,0.0810999999999999,0.0432,0.1607,0.4878,125.25,121.9,106.84,119.61,-12.769999999999996,6,115.04,0
2077,9.69,10.71,12.88,7.65,139870.0,134160.0,0.9166,0.0200999999999999,0.3552,0.0875,-0.0062,0.0678,14.2,11.09,-9.48,-2.87,-6.61,9,10.7,0
2081,27.11,24.92,31.6,13.3,632920.0,431320.0,0.95,0.0524,0.1168,0.161,0.0825,1.1587,36.33,29.95,-13.41,-26.66,13.25,3,26.5,0
2082,7.86,5.99,10.25,4.06,191970.0,316070.0,0.2573,0.0828999999999999,0.0782,0.2913,0.469,0.7465,12.69,7.62,-2.28,-1.1,-1.1799999999999995,4,8.2,1
2085,9.76,9.77,10.33,9.63,30630.0,93240.0,0.634,0.0021,-0.002,0.001,-0.002,0.0353,27.67,9.75,5.93,-3.48,9.41,1,9.76,1
2086,9.79,9.76,9.95,9.65,23000.0,36560.0,0.5528,-0.0060999999999999,-0.0060999999999999,0.0083,-0.1115,0.0353,27.67,9.77,0.02,-0.23,0.25,1,9.75,0
2087,10.26,10.5,16.36,9.78,105930.0,65920.0,0.5157,-0.001,-0.0412,-0.0148,-0.0636,-0.2491,16.63,10.0,39.39,37.2,2.1899999999999977,1,10.01,1
2088,25.9,26.49,41.0,12.3,81320.0,72470.0,0.3561999999999999,-0.0844999999999999,0.4103,0.5543,0.2633,1.9065,27.67,36.5,0.02,-0.23,0.25,7,43.0,1
2089,9.82,9.79,12.45,9.66,14480.0,65690.0,0.6071,-0.001,-0.0060999999999999,-0.001,0.0031,-0.0623,27.67,9.79,2.42,0.28,2.14,1,9.82,1
2091,10.05,10.05,10.12,9.98,7450.0,675890.0,0.0001,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.01,0
2092,131.48,175.47,372.64,105.0,252620.0,338390.0,0.9496,-0.0403,0.0258,-0.153,-0.4402,-0.5548,237.14,119.62,0.02,-0.23,0.25,1,135.43,1
2093,37.08,29.68,40.7,17.9,25520.0,33020.0,0.4224,0.0241,0.0227999999999999,0.3339999999999999,0.4454,0.9612,43.0,39.45,7.64,7.63,0.0099999999999997,1,42.12,1
2097,28.47,28.14,38.89,22.58,320.0,440.0,0.0023,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,7,28.25,1
2100,50.41,47.16,56.19,39.05,697080.0,744020.0,0.8526,0.0331,0.0157,0.0596,0.0888,0.1737999999999999,64.67,51.06,12.0,-88.0,100.0,7,49.25,0
2101,58.98,50.39,62.8,38.84,859330.0,1000000.0,0.9882,0.0266,0.0365,0.2251999999999999,0.291,0.4401,58.5,62.96,-50.0,55.0,-105.0,7,63.05,1
2102,26.08,30.39,110.0,16.9,2900.0,938.0,0.0002,-0.1913,-0.3765,-0.4277,-0.6063000000000001,-0.6,27.67,17.5,72.0,153.0,-81.0,7,16.22,0
2103,5.3304,5.5084,7.2,4.51,11590.0,11550.0,0.0782,-0.0031,-0.0733,-0.1213,-0.0608,-0.1313,27.67,4.88,0.02,-0.23,0.25,9,5.22,1
2104,9.86,9.81,9.93,9.55,4340.0,9150.0,0.5107,-0.0040999999999999,-0.003,0.002,0.0051,0.0353,27.67,9.84,0.87,-1.87,2.74,1,9.87,1
2105,2.0524,2.3462,5.45,1.69,243880.0,298970.0,0.2641,-0.0475999999999999,0.0891,0.0377,-0.1339,-0.4372999999999999,3.43,2.32,-0.63,-2.91,2.28,4,2.62,1
2106,14.05,8.24,20.3,0.9,2160000.0,1030000.0,0.0040999999999999,-0.1564,-0.0167,0.4715,0.0194,14.7962,27.67,14.97,-4.25,-4.54,0.29,10,10.67,0
2107,8.26,9.53,15.53,6.52,694570.0,983010.0,0.095,-0.072,0.0,-0.3024,-0.2744,-0.4168,15.91,7.1,-0.4,23.59,-23.99,2,6.35,0
2108,18.73,17.16,20.0,11.52,2640.0,3860.0,0.4071,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,19.62,1
2110,7.32,7.0,8.2,5.25,77380.0,80120.0,0.6707,0.008,0.0831,0.1402999999999999,-0.0283,0.1943,11.17,7.56,0.02,-0.23,0.25,9,7.48,0
2111,15.93,15.72,21.91,11.31,216910.0,220290.0,0.6948000000000001,0.0346,0.1556,0.1398,0.0643,0.0545,21.5,16.96,-24.34,-35.3,10.959999999999996,5,18.05,1
2115,1.0996,1.277,2.42,0.968,496880.0,580020.0,0.1048,-0.0733999999999999,-0.0818,-0.0648,-0.2786,-0.2405999999999999,3.75,1.02,-3.08,-6.81,3.73,0,0.98,0
2116,4.1882,3.0758,5.4,2.25,262700.0,539850.0,0.4256,0.1384,0.1835999999999999,0.7097,0.6678000000000001,0.722,6.75,4.76,0.02,-0.23,0.25,3,5.73,1
2118,86.82,68.12,99.89,38.5,430730.0,296530.0,0.5897,0.114,-0.0444,0.3914999999999999,0.4968999999999999,0.9229,96.6,89.1,45.04,45.06,-0.0200000000000031,1,84.39,0
2121,1.6416,2.4248,7.19,1.11,93720.0,52680.0,0.1076,-0.064,-0.2688,-0.4265,-0.6139,-0.6274000000000001,27.67,1.26,-1.24,-1.73,0.49,3,2.08,1
2122,24.54,23.94,28.9,14.04,10460.0,10870.0,0.1452,-0.0004,-0.0724,-0.1081,-0.0554,0.6048,23.5,23.15,-3.49,-7.55,4.06,1,24.67,1
2124,12.24,7.27,45.0,2.84,2300000.0,12580000.0,0.0306,-0.325,-0.5459,2.3296,0.4661999999999999,0.0353,27.67,11.54,-4.86,-5.01,0.1499999999999994,3,8.81,0
2127,31.72,31.72,52.5,26.92,394020.0,628340.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,4,32.11,1
2128,40.98,27.36,64.86,10.0,48490000.0,73020000.0,0.6896,-0.0276,-0.3286,0.4068,0.2828,2.675,38.0,39.17,-524.4,-588.82,64.42000000000007,5,41.41,1
2130,8.25,9.83,35.45,6.8,79070.0,30730.0,0.3854999999999999,-0.0907,-0.0895,-0.2634,-0.298,-0.7804000000000001,27.17,7.0,0.02,-0.23,0.25,3,7.25,1
2131,0.9244,1.3471,3.86,0.581,2550000.0,4330000.0,0.0409,-0.1449,-0.3303999999999999,-0.4733,-0.7606,-0.1469,27.67,0.65,-27.64,-21.03,-6.609999999999999,7,0.604,0
2132,10.18,10.31,14.49,10.0,562680.0,93550.0,0.1946999999999999,-0.0024,-0.0053,-0.0121,-0.0256999999999999,-0.0667,27.67,10.04,2.64,2.01,0.6300000000000003,1,10.09,1
2135,2.7684,2.9518,4.58,2.28,951960.0,1540000.0,0.7111,0.012,0.0366999999999999,-0.0960999999999999,-0.1088,-0.0379,10.56,2.65,-11.88,-5.72,-6.160000000000001,3,2.42,0
2138,1.631,1.9718,3.05,1.36,311390.0,452390.0,0.2492,-0.0125,-0.0306999999999999,-0.1551,-0.1856,-0.2752,27.67,1.6,-2.58,-2.66,0.08,4,1.64,1
2139,8.64,8.82,10.66,7.37,94990.0,83860.0,0.3621999999999999,0.0068,0.0364,0.0983,0.0091,0.0703,8.75,8.79,34.19,34.19,0.0,1,9.45,1
2140,18.52,24.52,36.48,15.72,491430.0,457300.0,0.9652,-0.0569,-0.1117,-0.2235,-0.4077,-0.3034,36.78,16.59,-52.89,-39.94,-12.950000000000005,3,14.03,0
2141,82.26,96.77,142.62,68.56,234700.0,136970.0,0.8558,0.021,0.0081,0.0304,-0.1535,-0.2507999999999999,172.36,85.94,-63.1,-61.65,-1.4500000000000028,3,76.85,0
2143,11.89,11.21,12.49,7.43,1730.0,4940.0,0.2529,0.0,0.0681,0.1318,0.1452,0.8255,27.67,12.42,7.0,5.81,1.1900000000000004,1,12.46,1
2144,9.97,9.92,10.5,9.66,18600.0,39490.0,0.7525,0.001,0.001,0.0070999999999999,0.0091,0.0101,27.67,9.98,6.16,-3.15,9.31,1,10.04,1
2148,2.499,3.5364,7.27,1.73,105440.0,537840.0,0.6344,-0.0535,-0.0733,-0.4271999999999999,-0.6144,-0.5874,4.0,1.77,0.02,-0.23,0.25,2,1.99,1
2151,6.53,7.28,9.62,4.87,33640.0,23080.0,0.5373,0.0034,-0.1009,-0.2097,-0.1934,0.1032,9.25,5.79,-1.1,5.37,-6.470000000000001,2,6.1,1
2152,38.18,29.45,49.08,13.65,8070.0,11690.0,0.2692,0.0384,0.0821,0.1954,0.4422,1.1994,27.67,39.89,2.93,2.13,0.8000000000000003,9,39.18,0
2154,40.51,42.29,63.55,25.32,1080000.0,1580000.0,0.8981999999999999,-0.0063,-0.0481,-0.1508,-0.0146,0.523,58.12,41.33,54.27,49.08,5.190000000000005,3,31.33,0
2155,11.52,13.88,20.04,9.1,164540.0,154490.0,0.8913,0.0721,0.0935999999999999,0.0552,-0.3289,0.0084,29.89,12.33,-19.51,-23.82,4.309999999999999,3,10.78,0
2156,1.2692,2.0273,3.77,0.9,524110.0,431630.0,0.3411,-0.0484999999999999,-0.2082999999999999,-0.4443999999999999,-0.6595,-0.3624,6.38,1.03,0.02,-0.23,0.25,3,0.8,0
2157,389.93,446.87,589.25,341.5,250620.0,259090.0,0.9808,-0.0005,0.1654,-0.0291,-0.1127,-0.2717,413.44,413.1,57.96,67.29,-9.330000000000004,1,363.92,0
2158,9.77,9.73,10.3,9.56,52910.0,50370.0,0.5044,-0.002,-0.0049,0.001,0.0062,0.0353,27.67,9.76,6.53,-9.27,15.8,1,9.74,0
2161,16.82,16.43,18.32,14.72,535580.0,329440.0,0.6917,0.0475999999999999,0.047,0.0827,0.0742999999999999,0.0227999999999999,21.5,17.2,0.02,-0.23,0.25,2,16.58,0
2165,9.24,10.89,16.32,6.18,820120.0,229870.0,0.8885,-0.0144999999999999,-0.2622,-0.3524,-0.3543,-0.3908,16.0,6.94,-17.54,-10.72,-6.819999999999999,2,7.96,1
2166,23.9,17.37,37.6,10.45,5610000.0,6080000.0,0.1525,-0.081,-0.3549,0.1156,0.3152,0.0353,30.2,22.0,-167.99,-6.21,-161.78,4,14.12,0
2167,36.46,36.95,43.75,27.96,146600.0,103310.0,0.7939,0.0751999999999999,0.0385999999999999,0.0545,0.0334,0.302,52.67,36.74,0.02,-0.23,0.25,2,36.89,1
