,Last_Q_Net,Prev_Q_Net
3387,3.65,3.58
3388,519.00,397.00
3389,-10.65,-11.75
3390,-13.47,-13.58
3391,-6.67,-0.22
3392,,
3393,,
3394,,
3395,,
3396,-151.27,-116.03
3397,3.54,5.76
3398,6.14,6.21
3399,,
3400,,
3401,1.93,7.82
3402,,
3403,,
3404,,
3405,39.84,49.90
3406,,
3407,3.26,2.96
3408,1.23,0.49
3409,,
3410,,
3411,,
3412,,
3413,,
3414,-129.71,-125.52
3415,1.49,2.77
3416,-58.16,-33.28
3417,,
3418,,
3419,,
3420,,
3421,,
3422,,
3423,,
3424,0.19,1.93
3425,"1,449.07","1,353.01"
3426,,
3427,,
3428,,
3429,,
3430,-0.69,-0.53
3431,,
3432,,
3433,,
3434,-8.15,-7.53
3435,,
3436,,
3437,,
3438,,
3439,,
3440,,
3441,51.58,53.24
3442,,
3443,,
3444,,
3445,,
3446,190.00,197.00
3447,,
3448,196.00,-14.00
3449,,
3450,,
3451,,
3452,,
3453,,
3454,-17.93,-17.99
3455,-6.77,2.85
3456,-8.81,-0.40
3457,,
3458,10.39,-6.95
3459,1.60,1.73
3460,3.57,0.60
3461,,
3462,,
3463,,
3464,142.18,124.14
3465,3.56,0.18
3466,,
3467,,
3468,,
3469,,
3470,,
3471,8.21,8.40
3472,,
3473,1.65,2.05
3474,395.70,368.10
3475,,
3476,,
3477,333.00,181.00
3478,8.21,8.21
3479,30.34,22.92
3480,,
3481,,
3482,-6.48,-6.02
3483,-322.43,-352.32
3484,,
3485,-13.12,-14.64
3486,,
3487,,
3488,,
3489,,
3490,,
3491,-122.79,-100.03
3492,-419.85,-358.18
3493,-0.52,-0.32
3494,,-9.84
3495,,
3496,,
3497,,
3498,,
3499,,
3500,,
3501,7.78,12.53
3502,-0.90,-0.67
3503,309.70,184.10
3504,15.20,15.13
3505,,
3506,19.05,25.89
3507,,
3508,36.56,47.04
3509,,
3510,37.62,35.15
3511,-0.66,-2.25
3512,,
3513,3.27,2.60
3514,,
3515,59.52,59.97
3516,,
3517,,
3518,5.64,5.61
3519,,
3520,-14.00,-22.02
3521,-4.09,-2.23
3522,,
3523,,
3524,4.78,4.79
3525,56.59,49.35
3526,5.25,5.24
3527,-17.71,-16.41
3528,,
3529,,
3530,-22.70,-28.59
3531,,
3532,,
3533,,
3534,,
3535,,
3536,,
3537,-3.45,-4.23
3538,-9.63,-7.68
3539,,
3540,,
3541,142.85,150.18
3542,,
3543,,
3544,29.41,75.97
3545,-56.82,-143.81
3546,,
3547,,
3548,22.98,7.25
3549,,
3550,,
3551,,
3552,0.04,0.35
3553,,
3554,,
3555,-15.02,-1.36
3556,-6.85,-5.21
3557,,
3558,,
3559,,
3560,12.58,20.69
3561,-10.16,-2.66
3562,,
3563,27.89,62.53
3564,,
3565,,
3566,,
3567,11.12,11.11
3568,,
3569,,
3570,-17.86,-17.73
3571,,
3572,,
3573,-12.88,-12.51
3574,52.75,42.07
3575,,
3576,-12.20,-13.11
3577,,
3578,,
3579,145.57,217.97
3580,,
3581,,
3582,,
3583,558.65,585.45
3584,101.00,-88.00
3585,,
3586,,
3587,,
3588,-5.24,-2.51
3589,11.67,13.84
3590,,
3591,,
3592,,
3593,,
3594,71.95,73.36
3595,0.82,-19.14
3596,,
3597,-5.17,-3.08
3598,,
3599,,
3600,,
3601,,
3602,-10.76,-25.95
3603,-4.23,-7.14
3604,,
3605,,
3606,,
3607,-221.31,-276.68
3608,286.63,269.58
3609,165.94,165.93
3610,29.23,29.37
3611,23.18,34.32
3612,-0.17,-0.20
3613,6.15,6.18
3614,-18.53,-15.41
3615,29.32,20.42
3616,,
3617,,
3618,,
3619,,
3620,-16.73,-15.53
3621,-4.91,-2.82
3622,,
3623,-12.34,0.30
3624,,
3625,,
3626,-7.88,-3.72
3627,,
3628,-6.06,-7.09
3629,,
3630,,
3631,3.42,1.68
3632,,
3633,,
3634,-17.12,-23.50
3635,,
3636,,
3637,4.35,3.27
3638,,
3639,,
3640,,
3641,-2.31,-1.46
3642,-36.45,-36.61
3643,,
3644,-3.50,-2.53
3645,-18.43,-21.01
3646,-4.01,-84.57
3647,23.61,23.60
3648,,
3649,,
3650,3.66,2.51
3651,,
3652,14.70,-20.00
3653,-2.17,2.42
3654,,
3655,,
3656,,
3657,-1.31,-3.55
3658,,
3659,-53.91,15.20
3660,,
3661,-30.47,-30.21
3662,30.43,288.10
3663,-11.38,-15.79
3664,,
3665,,
3666,,
3667,,
3668,,
3669,-0.73,2.42
3670,,
3671,29.79,14.35
3672,20.05,17.29
3673,0.66,-0.17
3674,-2.41,-4.48
3675,-6.96,-0.59
3676,-7.70,-8.92
3677,-15.01,-12.87
3678,,
3679,34.48,56.00
3680,,
3681,,
3682,117.23,117.03
3683,,
3684,,
3685,,
3686,17.66,19.08
3687,,
3688,0.00,7.00
3689,8.09,-31.75
3690,-103.60,-119.30
3691,,
3692,,
3693,27.00,19.23
3694,,
3695,-18.20,9.72
3696,,
3697,0.95,1.17
3698,,
3699,,
3700,,
3701,,
3702,57.40,58.98
3703,0.04,0.32
3704,-83.00,-103.31
3705,,
3706,-2.96,-3.15
3707,-53.66,-32.81
3708,-0.27,-0.93
3709,,
3710,,
3711,,
3712,,
3713,-376.00,-313.20
3714,,
3715,,
3716,1.25,2.65
3717,,
3718,7.06,7.06
3719,,
3720,,
3721,7.23,7.24
3722,424.80,425.10
3723,,
3724,-1.71,-1.21
3725,27.77,26.65
3726,3.48,-12.50
3727,17.40,16.57
3728,-2.16,-2.65
3729,0.49,3.42
3730,,
3731,,
3732,6.35,4.43
3733,,
3734,-1.70,-2.11
3735,,
3736,,
3737,-9.14,-15.20
3738,-31.92,-28.68
3739,,
3740,,
3741,,
3742,,
3743,,
3744,0.37,-8.29
3745,,
3746,60.73,-166.69
3747,,
3748,,
3749,-50.74,-149.72
3750,-0.43,-0.69
3751,,
3752,-4.07,-4.38
3753,,
3754,-12.37,-7.77
3755,33.34,27.61
3756,,
3757,,
3758,-11.43,-14.57
3759,,
3760,,
3761,,
3762,0.94,-0.87
3763,-9.94,-10.48
3764,,
3765,,
3766,,
3767,,
3768,,
3769,,
3770,,
3771,-42.42,-45.70
3772,,
3773,-2.95,-3.88
3774,3.26,-2.04
3775,-18.72,-5.56
3776,-18.08,-0.17
3777,4.50,-3.51
3778,,
3779,,
3780,,
3781,,
3782,-44.70,-36.40
3783,-1.86,-3.01
3784,,
3785,-30.69,-26.86
3786,122.00,26.39
3787,,
3788,-0.85,0.85
3789,19.46,22.53
3790,-1.16,-2.40
3791,,
3792,,
3793,,
3794,-0.55,-20.25
3795,,
3796,-9.12,-172.53
3797,-3.98,-1.40
3798,,
3799,,
3800,,
3801,,
3802,,
3803,-27.33,-19.00
3804,,
3805,,
3806,-0.48,0.44
3807,-0.88,-1.55
3808,-10.78,-12.78
3809,,
3810,36.32,-189.03
3811,109.25,27.64
3812,,
3813,,
3814,,
3815,,
3816,,
3817,-2.29,-2.45
3818,-8.18,-3.85
3819,-14.28,-15.32
3820,,
3821,,
3822,,
3823,,
3824,,
3825,,
3826,,
3827,,
3828,21.36,15.32
3829,377.70,492.90
3830,-12.23,-11.47
3831,,
3832,15.03,15.31
3833,14.41,14.56
3834,145.32,-87.04
3835,16.91,16.77
3836,,
3837,11.24,-7.04
3838,-21.64,-16.50
3839,-17.12,-8.80
3840,,
3841,-14.10,
3842,-133.62,-118.37
3843,,
3844,,
3845,,
3846,,
3847,94.06,94.22
3848,,
3849,,
3850,,
3851,-1.77,-1.70
3852,,
3853,0.25,12.34
3854,-0.41,0.82
3855,,
3856,-2.14,-2.19
3857,,
3858,29.26,32.25
3859,,
3860,,
3861,,
3862,12.13,12.11
3863,,
3864,,
3865,-1.53,-0.73
3866,,
3867,21.52,73.40
3868,3.95,3.95
3869,,
3870,"1,087.00","1,184.00"
3871,332.10,333.60
3872,30.93,11.88
3873,0.84,-12.41
3874,,
3875,19.27,19.44
3876,,
3877,,
3878,-56.47,37.29
3879,,
3880,,
3881,86.10,198.70
3882,,
3883,4.00,14.71
3884,25.11,31.88
3885,,
3886,,
3887,5.72,5.80
3888,,
3889,,
3890,,
3891,"2,224.00","2,358.00"
3892,,
3893,,
3894,,
3895,-1.69,-1.52
3896,10.62,7.08
3897,1.40,3.02
3898,-17.67,-14.95
3899,-7.90,4.03
3900,-1.11,-0.49
3901,52.75,75.11
3902,,
3903,-0.98,-1.03
3904,,
3905,,
3906,,
3907,-7.04,6.97
3908,,
3909,-3.74,-2.69
3910,,
3911,19.81,17.08
3912,-5.47,-2.20
3913,-16.54,-15.50
3914,,
3915,2.58,-0.09
3916,75.84,75.81
3917,25.09,25.09
3918,,
3919,,
3920,-24.00,-69.00
3921,,
3922,80.50,90.00
3923,-27.05,-22.83
3924,5.88,5.28
3925,-3.72,-2.80
3926,-21.81,-5.99
3927,,
3928,,
3929,-1.02,-3.19
3930,96.78,-36.81
3931,,
3932,,
3933,80.27,81.77
3934,,
3935,-2.98,-3.07
3936,,
3937,6.53,
3938,-7.20,-3.00
3939,,
3940,42.03,41.88
3941,,
3942,-3.35,-1.44
3943,,
3944,,
3945,,
3946,,
3947,,
3948,,
3949,-29.76,-20.05
3950,,
3951,-5.44,-2.57
3952,10.71,8.87
3953,37.19,37.36
3954,,
3955,,
3956,,
3957,24.63,24.62
3958,,
3959,359.90,361.80
3960,,
3961,,
3962,,
3963,1.06,0.85
3964,-15.05,-15.75
3965,,
3966,,
3967,13.97,13.96
3968,0.09,-0.40
3969,,
3970,,
3971,,
3972,,
3973,,
3974,,
3975,,
3976,,
3977,-33.80,-30.84
3978,,
3979,,
3980,,
3981,-27.02,-29.14
3982,3.44,0.52
3983,,
3984,7.82,7.90
3985,,
3986,,
3987,-10.18,-12.38
3988,-44.67,-5.11
3989,,
3990,-20.98,-15.28
3991,2.17,2.58
3992,,
3993,,
3994,,
3995,,
3996,,
3997,-14.18,
3998,,
3999,,
4000,"2,798.00","2,027.00"
4001,2.35,
4002,,
4003,,
4004,-286.03,-263.49
4005,,
4006,,
4007,,
4008,,
4009,,
4010,215.75,19.07
4011,,
4012,,
4013,-27.11,-27.29
4014,,
4015,,
4016,15.87,16.05
4017,,
4018,319.19,285.63
4019,,
4020,,
4021,,
4022,-15.66,-11.90
4023,,
4024,-18.09,-35.70
4025,,
4026,0.39,0.70
4027,-1.28,-2.06
4028,3.09,3.37
4029,,
4030,-3.75,-4.32
4031,,
4032,,
4033,127.00,222.00
4034,,
4035,19.80,19.87
4036,2.75,1.26
4037,-58.41,-57.64
4038,,
4039,,
4040,,
4041,,
4042,-34.80,-36.60
4043,6.04,10.44
4044,,
4045,,
4046,-22.03,-16.81
4047,,
4048,,
4049,,-10.98
4050,,
4051,,
4052,,
4053,17.39,3.04
4054,-24.99,-11.83
4055,,
4056,0.28,0.93
4057,"-10,274.00",425.00
4058,-8.38,-8.03
4059,,
4060,,
4061,-7.67,-1.35
4062,,
4063,-71.85,-72.70
4064,,
4065,-7.65,3.53
4066,-2.74,-1.56
4067,7.29,7.32
4068,71.25,86.71
4069,,
4070,-3.89,-3.14
4071,117.41,95.49
4072,,
4073,,
4074,-60.83,-193.40
4075,16.81,16.78
4076,-42.61,-26.55
4077,72.75,-1.56
4078,56.45,56.64
4079,-12.73,-9.22
4080,,
4081,21.27,61.31
4082,-6.27,-12.27
4083,,
4084,,
4085,18.34,20.95
4086,75.88,76.17
4087,-0.14,-0.13
4088,-0.37,-0.09
4089,-8.98,-9.07
4090,12.92,23.25
4091,,
4092,,
4093,,
4094,,
4095,-2.76,-0.35
4096,,
4097,-52.94,-44.30
4098,66.00,80.00
4099,,
4100,,
4101,-2.21,-1.92
4102,,
4103,,
4104,1.93,6.81
4105,-15.34,19.34
4106,,
4107,,
4108,,
4109,,
4110,,
4111,,
4112,"-1,316.70",-501.67
4113,,
4114,-50.12,-34.52
4115,-7.58,-8.40
4116,,
4117,,
4118,-208.48,-82.18
4119,,
4120,,
4121,385.03,494.26
4122,,
4123,,
4124,,
4125,,
4126,,
4127,,
4128,10.23,6.71
4129,,
4130,,
4131,6.94,12.41
4132,,-13.48
4133,,
4134,-18.65,-16.11
4135,6.93,26.00
4136,2.30,12.30
4137,-414.90,
4138,,0.93
4139,0.00,0.61
4140,,
4141,,
4142,,
4143,16.22,2.87
4144,,
4145,-8.46,-34.52
4146,,
4147,,
4148,,
4149,7.04,9.94
4150,3.68,11.17
4151,2.32,4.50
4152,,
4153,,-5.49
4154,-37.70,-34.16
4155,,
4156,,
4157,-17.70,-3.90
4158,-2.67,-3.14
4159,-10.10,22.70
4160,,
4161,,
4162,2.91,-1.07
4163,-3.49,1.23
4164,-47.43,-43.40
4165,-14.98,-5.00
4166,1.26,1.76
4167,-1.84,-3.82
4168,-18.95,-27.88
4169,,
4170,-8.63,-6.03
4171,,
4172,-9.61,-4.76
4173,-0.60,-1.28
4174,,
4175,-12.96,-1.45
4176,,
4177,42.47,79.52
4178,-1.19,-2.38
4179,-1.51,-1.31
4180,-87.80,-42.40
4181,-30.89,-26.31
4182,-29.36,-27.31
4183,-1.09,-1.12
4184,,
4185,0.02,-0.53
4186,-0.85,-0.25
4187,,
4188,,
4189,21.09,16.48
4190,,
4191,,
4192,,
4193,,
4194,,
4195,,
4196,-35.11,-35.39
4197,-59.43,23.24
4198,11.47,11.73
4199,-20.95,-13.82
4200,,
4201,,
4202,,
4203,,
4204,22.19,22.36
4205,"-1,233.00",-580.00
4206,,
4207,,
4208,,
4209,-1.06,-23.56
4210,,
4211,0.20,0.58
4212,,
4213,68.94,73.47
4214,,
4215,-133.00,-178.60
4216,,
4217,,
4218,,
4219,-84.54,-15.46
4220,101.93,440.78
4221,0.12,-0.12
4222,-49.02,-50.18
4223,-22.54,-3.39
4224,69.40,58.04
4225,,
4226,,
4227,-1.33,63.41
4228,39.25,39.05
4229,,
4230,,
4231,,
4232,-0.96,-1.25
4233,-7.08,-4.61
4234,,
4235,,
4236,304.51,317.12
4237,2.45,4.24
4238,,
4239,,
4240,-3.83,-5.74
4241,,
4242,6.02,8.57
4243,58.52,55.15
4244,-0.27,-0.28
4245,,
4246,,
4247,,
4248,,
4249,,
4250,,
4251,2.84,2.83
4252,,
4253,183.94,164.76
4254,-47.69,-47.17
4255,56.56,117.38
4256,,
4257,,
4258,-10.55,-10.94
4259,,
4260,,
4261,-1.05,-3.45
4262,-37.51,-30.71
4263,-35.01,-34.64
4264,5.90,5.90
4265,-0.83,-0.38
4266,74.49,92.05
4267,,
4268,,
4269,-0.60,1.66
4270,-17.63,-5.21
4271,57.65,55.90
4272,526.00,482.00
4273,,
4274,,
4275,,
4276,10.79,11.26
4277,,
4278,-18.39,-16.62
4279,,
4280,,13.01
4281,4.15,6.69
4282,34.43,32.93
4283,,
4284,-2.25,-1.70
4285,,
4286,-9.69,-9.77
4287,,
4288,,
4289,-0.64,-0.25
4290,-9.86,-6.31
4291,68.22,-48.33
4292,,
4293,54.48,54.46
4294,,
4295,,
4296,36.51,49.08
4297,-0.99,-1.15
4298,-17.41,-23.60
4299,893.06,53.42
4300,-37.39,-31.66
4301,,
4302,1.95,-0.42
4303,,
4304,-0.95,-0.25
4305,20.92,15.96
4306,13.96,2.02
4307,,
4308,0.87,1.43
4309,28.41,-20.13
4310,,
4311,,
4312,-37.95,-9.95
4313,-17.17,-17.61
4314,,
4315,59.74,57.53
4316,106.29,94.48
4317,,
4318,"2,087.06",19.93
4319,2.65,-10.87
4320,,
4321,,
4322,,
4323,3.72,3.33
4324,,
4325,0.30,3.79
4326,-17.61,-37.48
4327,,
4328,,
4329,-21.24,-11.87
4330,-30.07,-26.88
4331,,
4332,-42.85,-49.39
4333,-13.87,-6.98
4334,,
4335,,
4336,,
4337,,
4338,,
4339,,
4340,3.69,0.98
4341,50.94,76.88
4342,,
4343,,
4344,,
4345,,
4346,,
4347,1.29,-8.03
4348,,
4349,-8.14,-10.99
4350,-17.98,-18.70
4351,-3.59,-1.90
4352,-41.42,-13.34
4353,,
4354,,
4355,-10.94,-6.69
4356,,
4357,-0.10,-1.10
4358,-21.24,-18.39
4359,27.44,42.60
4360,,
4361,2.63,2.63
4362,,
4363,,
4364,8.00,7.99
4365,,
4366,-4.61,-1.34
4367,,
4368,,
4369,15.18,16.81
4370,,
4371,-33.08,-50.13
4372,-22.52,-18.57
4373,,
4374,-343.32,-383.95
4375,-8.83,15.23
4376,2.94,-0.89
4377,,
4378,,
4379,-1.93,-4.43
4380,-0.06,-0.00
4381,-6.99,-5.44
4382,-11.45,-11.77
4383,,
4384,,
4385,,
4386,,
4387,-2.14,-1.86
4388,,
4389,-14.30,0.60
4390,,
4391,-12.72,-0.66
4392,,
4393,990.76,702.29
4394,,
4395,62.07,41.65
4396,50.26,50.06
4397,,
4398,21.13,20.06
4399,66.64,36.85
4400,26.73,24.38
4401,,
4402,7.30,34.20
4403,,
4404,,
4405,,
4406,-3.76,-10.16
4407,,
4408,,
4409,15.25,33.36
4410,,
4411,13.02,13.01
4412,6.68,6.68
4413,-30.84,-32.05
4414,,
4415,13.90,51.75
4416,,
4417,,
4418,,
4419,11.31,-52.29
4420,,
4421,24.13,-41.24
4422,-6.96,-2.03
4423,,
4424,,
4425,,
4426,,
4427,,
4428,,
4429,21.56,23.73
4430,,
4431,-7.91,-16.19
4432,,
4433,,
4434,,
4435,-30.90,-6.15
4436,,
4437,,
4438,,
4439,,
4440,,
4441,8.20,2.89
4442,-2.93,-2.29
4443,,
4444,-20.64,-22.91
4445,,
4446,,
4447,201.45,198.65
4448,,
4449,,
4450,,
4451,-26.03,-22.49
4452,-6.40,-1.68
4453,-0.33,-2.20
4454,7.02,7.20
4455,47.80,152.67
4456,138.04,133.78
4457,-3.83,-1.54
4458,-15.87,-13.98
4459,,
4460,,
4461,20.65,-7.21
4462,-10.65,-14.46
4463,11.50,9.00
4464,11.45,10.18
4465,184.70,189.80
4466,57.18,54.01
4467,,
4468,14.85,20.49
4469,-1.95,-2.51
4470,,
4471,10.22,-132.57
4472,-235.24,-245.85
4473,24.71,37.50
4474,,
4475,,
4476,79.71,62.47
4477,,
4478,22.09,2.26
4479,-83.26,18.68
4480,,
4481,,
4482,47.09,47.52
4483,,
4484,13.27,10.40
4485,-48.14,-81.41
4486,,
4487,,
4488,-1.29,-1.48
4489,,
4490,9.61,-4.76
4491,22.07,23.71
4492,42.78,63.63
4493,68.30,-24.20
4494,,
4495,,
4496,,
4497,182.00,109.00
4498,,
4499,,
4500,-2.10,0.23
4501,,
4502,-293.85,-84.58
4503,,
4504,,
4505,-2.50,-2.29
4506,-12.86,-11.76
4507,,
4508,-10.81,-8.86
4509,,
4510,-17.89,4.57
4511,,
4512,-1.83,-0.06
4513,,
4514,11.65,14.14
4515,3.98,-4.52
4516,0.42,-6.25
4517,,
4518,,
4519,,
4520,,
4521,,
4522,-3.39,-5.09
4523,,
4524,,
4525,,
4526,-43.06,-6.41
4527,-0.79,5.08
4528,8.05,-0.02
4529,,
4530,-14.24,-7.51
4531,2.49,4.56
4532,,
4533,11.75,11.75
4534,,
4535,-2.34,-2.20
4536,,
4537,15.34,15.38
4538,,
4539,-28.65,-20.63
4540,-3.11,0.17
4541,-20.16,-20.44
4542,,
4543,,
4544,2.62,2.03
4545,,
4546,-13.88,-10.54
4547,2.65,-10.87
4548,,
4549,,
4550,-22.66,-24.50
4551,108.36,108.82
4552,18.25,5.89
4553,19.00,-332.00
4554,-2.86,-1.51
4555,,
4556,,
4557,-5.67,-10.86
4558,,
4559,-0.04,-0.89
4560,,
4561,9.68,61.99
4562,,
4563,,
4564,326.30,337.80
4565,53.72,22.25
4566,,
4567,-7.26,-27.27
4568,15.69,15.13
4569,-27.39,-16.88
4570,-18.61,-5.20
4571,,
4572,,
4573,,
4574,,
4575,,
4576,,
4577,-8.43,-1.45
4578,0.64,2.63
4579,,
4580,,
4581,,
4582,,
4583,,
4584,-0.61,-1.17
4585,,
4586,,
4587,,
4588,,
4589,0.34,1.27
4590,-8.74,17.83
4591,,
4592,-119.80,-166.62
4593,-2.24,-1.37
4594,,
4595,,
4596,70.58,71.41
4597,8.88,8.90
4598,32.56,32.80
4599,,
4600,,
4601,,
4602,,
4603,,
4604,,
4605,,
4606,17.65,17.63
4607,-2.49,-0.72
4608,,
4609,,
4610,,
4611,21.86,17.72
4612,-41.04,-47.01
4613,,
4614,,
4615,,
4616,,
4617,8.71,7.85
4618,-2.07,6.11
4619,,
4620,,
4621,"1,764.40","1,153.40"
4622,,
4623,,
4624,,
4625,,
4626,,
4627,-19.49,-11.02
4628,-26.68,-3.01
4629,,
4630,,
4631,,
4632,,
4633,,
4634,,
4635,-22.60,-21.97
4636,7.36,13.02
4637,"-1,251.71",529.18
4638,-0.52,1.08
4639,-21.85,-18.73
4640,3.85,19.98
4641,,
4642,0.10,2.93
4643,-4.31,-0.06
4644,-8.71,-0.79
4645,,
4646,,
4647,0.25,1.35
4648,,
4649,-2.06,-3.40
4650,,
4651,,
4652,,
4653,,
4654,-84.38,75.21
4655,,
4656,,
4657,,
4658,-6.46,-1.87
4659,25.44,39.16
4660,,
4661,,
4662,8.20,4.58
4663,,
4664,,
4665,,
4666,,
4667,-19.89,-18.98
4668,-1.66,-0.21
4669,-14.02,-10.83
4670,,
4671,,
4672,,
4673,,
4674,,
4675,,
4676,40.20,19.00
4677,-8.11,-2.47
4678,78.24,41.91
4679,,
4680,-16.02,-14.48
4681,,
4682,,
4683,,
4684,0.29,3.82
4685,777.20,815.70
4686,-13.96,-12.47
4687,,
4688,,
4689,,
4690,,-0.27
4691,-0.83,-1.72
4692,,
4693,278.83,278.93
4694,,
4695,,
4696,,
4697,,
4698,,
4699,-30.68,-39.80
4700,,
4701,,
4702,,
4703,,
4704,-17.11,-21.08
4705,10.30,152.26
4706,,
4707,,
4708,,
4709,,
4710,6.67,-0.91
4711,,
4712,-8.17,-53.20
4713,0.18,0.06
4714,,
4715,9.98,5.12
4716,,
4717,20.92,19.23
4718,,
4719,,
4720,,
4721,,
4722,,
4723,,
4724,-5.39,-18.73
4725,-8.11,-7.06
4726,-16.25,-11.64
4727,-18.26,-15.21
4728,,
4729,,
4730,,
4731,,
4732,"1,618.00","1,142.00"
4733,,
4734,,
4735,,
4736,,
4737,,
4738,82.95,51.90
4739,51.14,51.09
4740,"1,947.00","1,931.00"
4741,52.61,75.48
4742,,
4743,,
4744,,
4745,,
4746,,
4747,,
4748,,
4749,,
4750,,
4751,,
4752,-7.37,
4753,,
4754,,
4755,,
4756,-25.23,18.15
4757,-14.71,-14.38
4758,,
4759,,
4760,,
4761,,
4762,,
4763,,
4764,,
4765,,
4766,,
4767,,
4768,-2.32,-1.16
4769,,
4770,,
4771,-18.53,-23.55
4772,,
4773,,
4774,,
4775,,
4776,-9.09,-7.42
4777,,
4778,72.59,72.56
4779,,
4780,,
4781,54.76,55.32
4782,,
4783,,
4784,-12.96,-10.67
4785,3.02,3.69
4786,,
4787,,
4788,,
4789,-6.42,-5.08
4790,,
4791,-7.25,-9.79
4792,,
4793,-39.67,-33.55
4794,,
4795,,
4796,124.00,138.90
4797,,
4798,,
4799,,
4800,25.23,25.21
4801,,
4802,,
4803,,
4804,19.25,19.29
4805,,
4806,,
4807,-14.60,-18.86
4808,,
4809,-66.33,-56.27
4810,,
4811,2.50,-1.92
4812,-0.38,0.05
4813,,
4814,-6.64,-5.51
4815,691.00,978.00
4816,,
4817,-0.97,-2.48
4818,,
4819,47.62,42.87
4820,,
4821,108.62,102.31
4822,-8.27,-8.26
4823,,
4824,-8.68,-4.66
4825,,
4826,,
4827,,
4828,,-17.18
4829,1.68,-19.95
4830,,
4831,,
4832,-1.30,-2.58
4833,6.40,-0.05
4834,,
4835,,
4836,,
4837,-3.35,1.30
4838,0.68,0.59
4839,-12.94,-11.35
4840,1.50,-30.44
4841,,
4842,5.79,4.01
4843,-19.59,-0.76
4844,,
4845,,
4846,,
4847,-15.70,6.34
4848,1.77,-3.93
4849,,
4850,,
4851,,
4852,6.42,-2.71
4853,,
4854,,
4855,,
4856,,
4857,,
4858,-25.21,21.49
4859,,
4860,,
4861,,
4862,,
4863,,
4864,256.72,328.32
4865,-11.84,-10.74
4866,,
4867,9.06,9.16
4868,,
4869,,
4870,,
4871,,
4872,,
4873,,
4874,,
4875,,
4876,,
4877,1.92,-11.66
4878,,
4879,,
4880,,
4881,,
4882,,
4883,59.38,47.70
4884,,
4885,-47.42,-42.65
4886,-35.31,-52.41
4887,-1.77,-4.54
4888,,
4889,,
4890,,
4891,,
4892,,
4893,,
4894,,
4895,,
4896,,
4897,2.17,5.49
4898,,
4899,8.45,8.47
4900,2.01,7.97
4901,,
4902,-1.92,-1.68
4903,102.77,8.36
4904,,
4905,,
4906,,
4907,,
4908,,
4909,,
4910,,
4911,39.09,30.87
4912,,
4913,224.40,370.02
4914,,
4915,,
4916,0.91,-2.11
4917,,
4918,,
4919,,
4920,22.20,29.36
4921,-35.64,-39.01
4922,6.52,2.13
4923,-49.51,-29.37
4924,29.85,29.90
4925,,
4926,,
4927,,
4928,27.18,24.70
4929,,
4930,,
4931,-0.46,-0.15
4932,-2.14,-6.77
4933,,
4934,,
4935,-6.84,-7.28
4936,,
4937,62.73,63.41
4938,,
4939,1.38,1.81
4940,,
4941,,
4942,2.62,1.72
4943,0.94,-0.41
4944,,
4945,1.92,-21.52
4946,-41.24,-40.04
4947,-5.56,-5.93
4948,,
4949,,
4950,6.73,-4.16
4951,4.75,8.61
4952,,
4953,0.25,-11.63
4954,,
4955,,
4956,-9.26,-11.39
4957,,
4958,,
4959,,
4960,218.98,221.02
4961,,
4962,-5.20,-1.10
4963,4.51,4.51
4964,,
4965,3.31,3.34
4966,,
4967,,
4968,-9.59,13.75
4969,-14.32,-23.51
4970,,
4971,17.04,17.03
4972,,
4973,,
4974,-16.45,-17.83
4975,,
4976,-0.95,5.59
4977,,
4978,,
4979,29.11,37.28
4980,,
4981,13.88,17.87
4982,88.86,127.26
4983,-30.21,-26.22
4984,,
4985,,
4986,,
4987,48.74,48.70
4988,,
4989,0.08,-0.21
4990,-4.29,-3.55
4991,-9.58,-17.72
4992,,
4993,,
4994,,
4995,,
4996,,
4997,215.29,250.89
4998,,
4999,-0.58,0.81
5000,,
5001,-1.41,2.27
5002,,
5003,,
5004,473.00,-434.00
5005,,
5006,128.96,129.03
5007,87.36,87.42
5008,,
5009,1.02,1.34
5010,,
5011,,
5012,162.70,172.60
5013,,
5014,10.51,10.57
5015,,
5016,46.11,40.54
5017,,
5018,,
5019,7.89,-2.49
5020,-11.02,-19.04
5021,-9.31,-16.54
5022,0.06,1.26
5023,,
5024,,
5025,4.81,4.19
5026,,
5027,4.21,3.43
5028,,
5029,,
5030,,
5031,,
5032,,
5033,,
5034,,
5035,409.24,408.66
5036,,
5037,,
5038,8.50,5.90
5039,,
5040,8.70,12.00
5041,,
5042,,
5043,,
5044,4.39,-0.07
5045,,
5046,,
5047,,
5048,,
5049,,
5050,-7.61,-3.44
5051,-22.79,-16.90
5052,-8.80,-11.81
5053,-4.93,-3.79
5054,-5.59,-1.16
5055,,
5056,201.70,154.00
5057,-11.44,-12.71
5058,,
5059,27.31,3.99
5060,,
5061,,
5062,,
5063,851.93,66.92
5064,,
5065,,
5066,,
5067,14.88,10.48
5068,,
5069,-43.05,-20.59
5070,-2.54,-3.65
5071,311.50,-279.20
5072,,
5073,,
5074,,
5075,,
5076,,
5077,,
5078,,
5079,-11.66,-20.39
5080,,
5081,51.61,53.41
5082,,
5083,-14.91,-9.17
5084,1.32,3.76
5085,,
5086,,
5087,-4.11,-4.28
5088,1.34,0.53
5089,,
5090,,
5091,58.74,62.97
5092,,
5093,,
5094,-12.79,-7.74
5095,5.00,-11.00
5096,,
5097,-1.32,3.91
5098,,
