Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Sector,Symbol,Current_Stock_Price/Avg_50
51.47,38.23,51.9,16.16,58620.0,72960.0,0.9323999999999999,0.0004,0.0025,0.0088,2.0169,1.9280000000000002,52.0,51.67,-14.3,0.6,Financial Services,STFC,1.0038857586943852
3.0398,4.1227,10.97,1.99,211560.0,263110.0,0.0288,-0.04019999999999999,-0.3196,-0.0611,-0.6069,-0.3944,27.67,2.23,-12.72,-0.66,Healthcare,STAB,0.7336008947957102
63.13,61.05,74.37,33.77,1610000.0,1820000.0,0.8495,0.021099999999999997,0.0158,0.047400000000000005,0.04650000000000001,0.7149,77.95,61.97,990.76,702.29,Basic Materials,STLD,0.9816252178045303
44.79,40.19,55.19,28.52,331300.0,481680.0,1.0362,0.0431,-0.0387,-0.057800000000000004,0.19010000000000002,0.0687,50.25,41.78,62.07,41.65,Financial Services,STEP,0.9327974994418398
5.38,5.1,5.95,4.33,35200.0,50810.0,0.2296,0.0274,0.0603,0.0848,0.23739999999999997,0.2623,6.5,5.75,50.26,50.06,Financial Services,SBT,1.0687732342007434
10.76,11.57,13.75,13.75,226075.0,241960.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,STBK,1.1366171003717473
26.4,23.35,29.67,17.44,120460.0,169020.0,0.8745999999999999,0.057,0.009000000000000001,0.1678,0.11359999999999999,0.43229999999999996,32.0,26.56,21.13,20.06,Industrials,STRL,1.006060606060606
47.14,42.58,51.56,32.31,609170.0,624110.0,0.958,0.0286,-0.044000000000000004,0.0797,0.043899999999999995,0.3435,55.9,45.95,66.64,36.85,Consumer Cyclical,SHOO,0.9747560458209589
63.21,55.02,67.4,40.1,67060.0,57210.0,0.4925,0.058499999999999996,0.0481,0.07400000000000001,0.2515,0.5982,64.33,63.83,26.73,24.38,Financial Services,SYBT,1.0098085745926277
9.89,9.88,10.0,9.7,9210.0,26300.0,0.6315,0.0060999999999999995,0.0051,-0.058899999999999994,-0.1115,0.0353,27.67,9.85,0.02,-0.23,Financial Services,APAC,0.9959555106167846
65.96,65.62,72.34,52.31,145640.0,71110.0,0.7842,0.051,-0.059800000000000006,-0.061,0.019299999999999998,0.047599999999999996,78.0,61.97,7.3,34.2,Financial Services,SNEX,0.939508793208005
5.03,5.03,6.99,2.73,1730000.0,3660000.0,0.0,0.0407,0.7295999999999999,-0.058899999999999994,-0.1115,0.0353,27.67,5.9,0.02,-0.23,Communication Services,STRN,1.1729622266401591
34.94,30.77,37.59,23.2,13590.0,13400.0,0.48229999999999995,0.0547,0.037200000000000004,0.155,0.4925,0.5265,27.67,36.2,-3.76,-10.16,Real Estate,STRS,1.0360618202633087
21.08,21.08,35.79,10.43,982760.0,832450.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,SDIG,0.5801707779886148
13.3,13.5,16.4,11.29,554690.0,424330.0,0.2858,0.08349999999999999,0.09300000000000001,0.23620000000000002,0.3615,0.7404999999999999,17.94,12.54,15.25,33.36,Financial Services,SSSS,0.9428571428571427
26.73,24.83,28.0,20.0,15930.0,16890.0,0.354,0.0241,0.0824,0.11289999999999999,0.254,0.23379999999999998,28.5,27.57,13.02,13.01,Financial Services,SMMF,1.0314253647586982
16.15,15.25,20.0,11.83,4410.0,8490.0,0.1499,0.0258,-0.022099999999999998,-0.1394,0.0965,0.3741,27.67,15.3,6.68,6.68,Financial Services,SSBI,0.9473684210526317
15.38,18.28,46.37,12.9,1410000.0,1030000.0,0.6853,-0.010700000000000001,-0.037599999999999995,-0.1274,-0.3298,-0.5214,20.0,14.13,-30.84,-32.05,Technology,SUMO,0.9187256176853056
28.84,33.98,44.13,23.97,466380.0,602070.0,1.0099,0.025099999999999997,-0.0484,-0.19329999999999997,-0.27149999999999996,0.0353,43.0,27.89,13.9,51.75,Industrials,SNCY,0.9670596393897365
0.6555,0.8058,3.96,0.47,81220000.0,113170000.0,0.08810000000000001,-0.0555,-0.0702,-0.1268,-0.3779,0.2779,0.79,0.62,11.31,-52.29,Healthcare,SNDL,0.9458428680396644
47.28,48.07,100.93,30.27,5850000.0,5350000.0,0.9876,-0.058899999999999994,-0.3155,-0.2127,-0.4127,-0.4863,72.61,34.37,24.13,-41.24,Technology,RUN,0.7269458544839255
3.1129,4.3867,11.2,2.25,707990.0,812410.0,0.21960000000000002,-0.11630000000000001,-0.3194,-0.2475,-0.5770000000000001,-0.2375,6.08,2.42,-6.96,-2.03,Communication Services,SLGG,0.7774101320312249
30.81,29.11,34.5,23.15,460540.0,432950.0,1.0515,0.0121,-0.013500000000000002,0.1188,-0.024399999999999998,0.1925,36.5,30.23,21.56,23.73,Healthcare,SUPN,0.9811749432002597
0.858,1.3245,3.27,0.69,2240000.0,2100000.0,0.5014,-0.0964,-0.0536,-0.32409999999999994,-0.4894,-0.7018000000000001,2.85,0.74,-7.91,-16.19,Healthcare,SRGA,0.8624708624708625
47.61,50.13,69.58,26.42,321430.0,378180.0,0.8599,0.08039999999999999,0.1724,0.2593,-0.1996,0.8456,63.0,53.32,0.02,-0.23,Healthcare,SGRY,1.1199327872295737
9.76,9.74,10.05,9.6,8370.0,59580.0,0.6567000000000001,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,SDAC,1.2530737704918034
17.71,19.06,28.3,14.03,391380.0,251850.0,0.9014,-0.0007000000000000001,-0.077,-0.1968,-0.1942,-0.2987,32.38,15.34,-30.9,-6.15,Healthcare,STRO,0.8661773009599096
9.92,9.92,10.0,9.85,103440.0,705110.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,IVCPU,1.2328629032258065
13.48,11.04,15.9,7.47,29410.0,38370.0,0.37170000000000003,0.0809,0.11320000000000001,0.4508,0.5485,1.2028,27.67,15.72,8.2,2.89,Basic Materials,SYNL,1.1661721068249258
9.7,8.96,14.5,4.4,64989.99999999999,229520.0,0.12240000000000001,-0.0327,-0.1036,-0.1219,-0.12990000000000002,0.3225,27.67,8.83,-2.93,-2.29,Healthcare,SNPX,0.9103092783505156
24.01,24.58,25.45,23.0,58890.0,19800.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,SNCRL,0.5093710953769263
18.46,18.07,25.68,13.02,797690.0,593880.0,1.0221,-0.0075,0.3306,0.0782,0.22829999999999998,-0.09480000000000001,30.6,22.12,-20.64,-22.91,Healthcare,SNDX,1.1982665222101843
346.77,294.96,377.6,217.69,776470.0,691560.0,0.9006000000000001,0.04,0.049400000000000006,0.23399999999999999,0.35409999999999997,0.47130000000000005,387.94,372.89,201.45,198.65,Technology,SNPS,1.0753237015889494
3.9528,5.1191,15.49,3.23,337830.0,347460.0,0.8508,-0.059000000000000004,-0.16670000000000001,-0.2245,-0.38530000000000003,-0.7021999999999999,17.14,3.42,-26.03,-22.49,Healthcare,SYRS,0.8652094717668488
3.192,3.3129,4.6,2.11,150440.0,151160.0,0.7227,0.0395,-0.0993,0.0115,-0.2775,-0.08839999999999999,5.12,2.69,-6.4,-1.68,Consumer Defensive,SANW,0.8427318295739348
9.23,9.77,12.9,7.3,419600.0,688010.0,0.5528,0.0176,-0.1497,-0.13699999999999998,-0.1266,0.0353,19.38,8.41,-0.33,-2.2,Healthcare,SABS,0.9111592632719393
18.91,18.52,20.09,16.02,10050.0,4890.0,0.4458,0.0369,0.0424,0.09720000000000001,0.061,0.0738,22.0,19.6,7.02,7.2,Financial Services,SBFG,1.03648863035431
355.65,329.3,389.19,232.88,548560.0,525430.0,0.9771,0.032799999999999996,0.08259999999999999,0.1568,0.2079,0.3947,380.32,386.09,47.8,152.67,Real Estate,SBAC,1.0855897652186137
62.44,61.71,65.22,52.12,1080000.0,545360.0,0.7059000000000001,0.0217,0.0028000000000000004,0.027999999999999997,-0.0045000000000000005,0.095,72.6,61.98,138.04,133.78,Financial Services,SEIC,0.992632927610506
2.588,3.6121,8.7,1.88,212880.0,677240.0,0.1125,-0.09,-0.1273,-0.4019,-0.6509,-0.674,9.0,1.96,-3.83,-1.54,Industrials,SGBX,0.7573415765069551
21.38,26.66,37.21,18.48,290200.0,360570.0,1.0589,0.06,0.1335,0.0064,-0.3041,-0.2566,35.29,22.4,-15.87,-13.98,Healthcare,SIBN,1.047708138447147
19.08,18.95,20.05,17.12,196210.0,126840.0,0.5357999999999999,0.0379,-0.0472,-0.0433,-0.015600000000000001,0.0601,19.84,18.44,0.02,-0.23,Financial Services,SLRC,0.9664570230607968
58.91,50.53,72.42,35.72,487160.0,514080.00000000006,1.1297,0.1352,0.22699999999999998,0.5911,0.5,0.9806,72.0,71.65,20.65,-7.21,Technology,SGH,1.2162620947207607
2.0161,4.2172,9.48,1.22,695710.0,587090.0,0.6520999999999999,-0.1268,-0.41229999999999994,-0.47009999999999996,-0.7820999999999999,-0.8448,5.75,1.35,-10.65,-14.46,Healthcare,TLMD,0.6696096423788503
29.82,31.33,36.71,25.29,74040.0,70580.0,0.9261,0.0349,-0.0039000000000000003,-0.1159,-0.0801,-0.013000000000000001,45.67,28.37,11.5,9.0,Industrials,SP,0.9513749161636486
146.9,122.74,174.42,91.05,161850.0,175850.0,1.0081,0.0169,0.0052,-0.1195,0.4437,0.33140000000000003,191.0,144.67,11.45,10.18,Technology,SPSC,0.9848196051735874
78.4,74.4,83.28,62.51,920710.0,1210000.0,0.8343,0.025099999999999997,0.056799999999999996,0.1852,0.151,0.1537,89.64,82.97,184.7,189.8,Technology,SSNC,1.0582908163265305
17.56,16.48,21.8,13.68,1420000.0,1370000.0,0.6283,-0.0075,-0.0473,0.2164,0.1103,-0.1186,26.19,17.5,57.18,54.01,Basic Materials,SSRM,0.9965831435079727
17.03,12.48,17.62,9.85,226075.0,381.0,0.0,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,STFR,0.7181444509688785
10.04,9.96,14.23,9.67,356700.0,621560.0,0.501,0.008,-0.0069,0.0297,0.0172,0.0353,27.67,10.06,14.85,20.49,Financial Services,SVFA,1.0019920318725102
9.98,9.96,10.7,9.65,402490.0,260130.0,0.6053999999999999,-0.001,0.001,0.0204,0.008100000000000001,0.0353,27.67,10.03,-1.95,-2.51,Financial Services,SVFC,1.00501002004008
19.0,17.75,20.49,12.75,12980.0,15270.0,0.9037999999999999,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,SWKH,0.6436842105263159
13.97,16.36,19.02,12.31,2620000.0,2510000.0,0.9054000000000001,0.031200000000000002,0.0384,-0.0932,-0.2566,-0.22640000000000002,17.34,13.69,10.22,-132.57,Real Estate,SBRA,0.9799570508231925
9.03,11.83,16.88,7.05,7200000.0,7740000.0,1.1405,-0.0195,0.1026,-0.2805,-0.3157,-0.27440000000000003,11.5,8.81,-235.24,-245.85,Technology,SABR,0.9756367663344409
80.13,81.0,87.98,72.75,90980.0,66630.0,0.7994,0.0461,0.0784,0.055099999999999996,0.0732,0.0819,27.67,84.46,24.71,37.5,Financial Services,SAFT,1.0540371895669536
24.31,22.87,28.58,19.2,8130.000000000001,6240.0,0.905,-0.0084,0.0032,0.0894,0.1277,0.0928,27.67,24.08,0.02,-0.23,unknown,SGA,0.9905388728918141
41.11,53.83,98.39,36.13,531680.0,478260.0,0.9243000000000001,0.0341,0.10300000000000001,-0.0374,-0.2519,-0.5124,74.25,43.31,0.02,-0.23,Healthcare,SAGE,1.05351495986378
325.16,254.09,365.5,171.16,222350.0,252640.0,1.0965,0.0647,0.001,0.4067,0.6011,0.8395999999999999,334.6,335.92,79.71,62.47,Industrials,SAIA,1.0330914011563537
0.6865,1.0013,3.5,0.481,576370.0,500260.0,0.20670000000000002,-0.0665,-0.27399999999999997,-0.5172,-0.5354,-0.44020000000000004,4.62,0.51,0.02,-0.23,Healthcare,SLRX,0.7428987618353969
3.3186,2.7579,6.82,1.04,212900.0,1590000.0,0.16010000000000002,0.0643,-0.0197,-0.13369999999999999,0.1686,1.8381,5.42,3.1,22.09,2.26,Communication Services,SALM,0.9341288495148556
19.11,21.54,44.6,14.9,892930.0,586280.0,0.7459,-0.052300000000000006,-0.13390000000000002,-0.2858,-0.21719999999999998,0.0353,37.5,16.16,-83.26,18.68,Healthcare,SANA,0.8456305599162742
30.92,32.07,49.7,21.3,14240.0,16480.0,0.0358,0.0969,0.0025,-0.1805,-0.2281,-0.4354,45.0,28.29,0.02,-0.23,Healthcare,SMTI,0.9149417852522639
48.72,45.4,51.31,31.25,226020.0,182520.0,0.6720999999999999,0.0202,0.0128,0.0432,0.0897,0.49119999999999997,52.0,48.33,47.09,47.52,Financial Services,SASR,0.9919950738916256
6.22,3.72,21.23,1.5,2040.0,7200.0,0.2159,0.0012,-0.19079999999999997,-0.0451,-0.1159,0.21050000000000002,27.67,16.64,0.02,-0.23,unknown,SANG,2.6752411575562705
35.21,30.48,38.32,24.3,95270.0,108280.0,0.2594,0.006500000000000001,-0.0395,0.1809,0.3045,0.1433,38.4,35.07,13.27,10.4,Technology,SPNS,0.9960238568588469
84.1,79.3,174.49,65.3,776580.0,1010000.0,0.836,-0.0019,0.139,0.024700000000000003,0.17010000000000003,-0.4706,123.47,92.02,-48.14,-81.41,unknown,SRPT,1.0941736028537457
9.84,9.9,12.29,9.08,29710.0,22230.0,0.5906,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,SRSA,1.2428861788617886
5.2052,5.2888,7.48,4.055,47710.0,80910.0,0.7378,0.0253,-0.0040999999999999995,0.0587,-0.30920000000000003,0.0564,11.67,4.84,0.02,-0.23,Healthcare,STSA,0.929839391377853
6.008,9.468,30.1,3.67,31050.0,33880.0,0.1375,-0.018600000000000002,-0.2967,-0.3557,-0.5301,-0.6594,27.67,4.18,-1.29,-1.48,Basic Materials,SVFD,0.695739014647137
9.78,9.78,11.0,9.6,137400.0,152100.0,0.5745,0.0,-0.0051,0.0,-0.001,0.0353,27.67,9.76,9.61,-4.76,Financial Services,SCOA,0.9979550102249489
34.92,31.84,40.83,23.47,136320.0,106290.0,0.9878,0.0601,0.111,-0.0092,0.2663,0.39030000000000004,46.33,35.47,22.07,23.71,unknown,SCSC,1.015750286368843
51.97,49.34,59.34,27.72,255580.0,226840.0,0.8815000000000001,0.0379,0.048600000000000004,0.21059999999999998,0.0559,0.7155,70.0,52.87,42.78,63.63,Basic Materials,SCHN,1.0173176832788147
38.02,34.94,41.5,23.96,165720.0,107310.0,0.8458,0.0437,0.0737,0.1483,0.0726,0.6607999999999999,26.0,40.58,68.3,-24.2,Communication Services,SCHL,1.0673329826407152
9.83,9.83,16.8,9.67,74120.0,78260.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,SAMA,1.2441505595116988
6.8,6.34,8.5,0.0,9760.0,8390.0,0.0,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Healthcare,SPRC,1.798529411764706
9.78,9.76,10.2,9.6,68730.0,38300.0,0.6347999999999999,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,SSAA,1.250511247443763
70.46,66.88,90.2,36.89,1120000.0,882670.0,0.8829,0.060599999999999994,0.0258,-0.22010000000000002,-0.15289999999999998,0.6254,85.25,69.18,182.0,109.0,Consumer Cyclical,SGMS,0.9818336644904913
1.0832,1.1169,3.44,0.66,46210000.0,11840000.0,0.22190000000000001,-0.0782,0.9636,0.5278,0.2791,0.5865,3.0,1.64,-2.1,0.23,Technology,SEAC,1.5140324963072378
167.37,156.51,199.0,133.2,632050.0,829450.0,0.9593,0.0144,-0.0387,-0.0325,0.0066,-0.1466,192.83,158.73,-293.85,-84.58,Healthcare,SGEN,0.9483778454920235
1.0004,1.0996,2.45,0.49,2270000.0,5110000.0,0.0594,-0.0152,-0.0756,-0.37579999999999997,-0.2087,0.8445,1.94,0.9,0.02,-0.23,Industrials,SHIP,0.8996401439424231
9.85,9.85,11.0,9.67,5720.0,33410.0,0.1728,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,9.87,0.02,-0.23,Financial Services,SGII,1.0020304568527918
2.315,4.5185,20.0,1.4,597620.0,966730.0,0.1815,-0.1244,-0.17559999999999998,-0.45659999999999995,-0.6579,-0.2839,27.67,1.73,-2.5,-2.29,Healthcare,EYES,0.7473002159827213
17.88,17.97,26.89,12.78,213260.0,145430.0,0.7386,-0.016,-0.1024,-0.1928,-0.1392,0.1368,16.83,16.53,-12.86,-11.76,Technology,SCWX,0.9244966442953021
1.934,2.9139,6.6,1.3,2040000.0,3270000.0,0.4106,0.0,-0.04019999999999999,-0.3071,-0.3674,0.1438,9.5,1.62,-10.81,-8.86,unknown,SEEL,0.8376421923474665
3.418,3.8871,5.7,2.67,1900000.0,1190000.0,0.47100000000000003,-0.003,0.122,-0.1966,-0.20809999999999998,0.0817,8.83,3.43,-17.89,4.57,Healthcare,SELB,1.0035108250438853
79.75,78.47,91.46,62.81,206000.0,172650.0,0.8251999999999999,0.015700000000000002,0.0622,0.0636,0.009899999999999999,0.23870000000000002,86.8,82.14,0.02,-0.23,Financial Services,SIGI,1.0299686520376177
6.465,8.6932,31.44,3.02,85290.0,143110.0,0.0141,-0.107,-0.318,-0.4031,-0.7505,0.3994,27.67,4.79,-1.83,-0.06,Technology,LEDS,0.7409126063418408
10.1,10.1,10.2,10.05,2950.0,641550.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,LGSTU,1.210891089108911
48.54,49.43,62.37,36.23,47750.0,29100.0,0.7486,0.0242,0.1027,-0.0277,-0.0732,0.22390000000000002,27.67,47.49,11.65,14.14,Consumer Defensive,SENEA,0.9783683559950557
9.78,9.76,10.56,9.6,172840.0,149870.0,0.6765000000000001,0.0,-0.0051,0.0021,-0.0031,0.0353,27.67,9.75,3.98,-4.52,Financial Services,SNRH,0.9969325153374233
0.5707,0.8131,2.32,0.334,287240.0,709200.0,0.0075,-0.1167,-0.3728,-0.4107,-0.6526000000000001,-0.6591,27.67,0.37,0.42,-6.25,Financial Services,AIHS,0.6483266164359559
3.5476,4.359,5.97,2.81,82860.0,68070.0,0.579,-0.046799999999999994,-0.1493,-0.26739999999999997,-0.1192,0.0015,27.67,2.86,0.02,-0.23,Industrials,SNT,0.8061788251212086
1.1402,1.3297,2.18,0.93,348830.0,228040.0,0.7123,0.0248,-0.1056,-0.2658,-0.3023,-0.4179,27.67,0.99,-3.39,-5.09,Technology,SREV,0.8682687247851253
1.0538,2.2319,6.04,0.7,3380000.0,13620000.0,0.3394,-0.098,-0.249,0.0496,-0.8261,-0.35710000000000003,2.25,0.83,0.02,-0.23,Healthcare,SESN,0.7876257354336685
9.87,9.85,10.96,8.41,1630000.0,340900.0,0.9181999999999999,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,SVOK,1.2391084093211755
6.2294,8.0998,12.81,4.15,2069999.9999999998,1100000.0,0.2733,-0.0848,-0.2787,-0.39759999999999995,-0.5119,-0.5806,13.67,4.86,-43.06,-6.41,unknown,SHCR,0.7801714450829936
7.64,10.47,18.67,6.65,165810.0,115680.0,0.4376,0.065,-0.0526,-0.1703,-0.3,-0.21969999999999998,15.25,7.27,-0.79,5.08,Industrials,SMED,0.9515706806282722
9.77,9.74,9.95,9.62,5520.0,30520.0,0.0955,0.0,-0.0059,-0.058899999999999994,-0.1115,0.0353,27.67,9.73,8.05,-0.02,Financial Services,SHQA,0.9959058341862846
1.0152,1.7743,4.69,0.63,15990000.0,3460000.0,0.0388,1.0170000000000001,0.6905,0.2793,-0.3983,-0.45380000000000004,27.67,1.33,0.02,-0.23,Industrials,PIXY,1.3100866824271078
9.0,8.5,19.4,2.95,34160.0,57030.0,0.0264,-0.038599999999999995,-0.2688,-0.33,0.0633,1.1961,27.67,6.81,-14.24,-7.51,Healthcare,SISI,0.7566666666666666
28.99,30.11,44.04,20.94,1100000.0,1330000.0,0.8959999999999999,-0.0664,-0.1883,-0.1484,-0.3225,0.0353,38.91,25.04,2.49,4.56,Technology,SHLS,0.8637461193515006
38.8,34.63,46.21,18.04,361440.0,283740.0,0.6799,0.0139,-0.0089,0.1401,0.1183,0.9521999999999999,57.5,40.05,0.02,-0.23,Consumer Cyclical,SCVL,1.032216494845361
19.61,17.83,23.19,12.99,55560.0,36280.0,0.7506999999999999,0.0676,0.0509,0.1761,0.24420000000000003,0.4119,22.0,20.83,11.75,11.75,Financial Services,SHBI,1.062213156552779
0.94,1.377,3.44,0.6,406420.0,381510.0,0.07719999999999999,-0.18510000000000001,-0.2838,-0.5154,-0.6744,-0.6093,2.62,0.64,-2.34,-2.2,Healthcare,SINT,0.6808510638297873
26.18,25.78,29.42,21.48,38460.0,32229.999999999996,0.5585,0.0215,0.08,0.1208,0.0825,0.15560000000000002,30.0,27.53,15.34,15.38,Financial Services,BSRR,1.0515660809778458
10.01,9.99,12.08,9.9,7660.0,45630.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,SIERU,1.2217782217782218
22.15,19.98,24.0,13.68,57510.0,48310.0,0.8765999999999999,-0.0409,-0.08130000000000001,0.009399999999999999,0.10890000000000001,0.35619999999999996,37.0,21.48,-28.65,-20.63,Healthcare,SRRA,0.9697516930022574
7.72,6.95,9.82,5.66,236460.0,329280.0,0.3726,-0.0245,-0.0713,0.0342,0.20379999999999998,0.042800000000000005,27.67,7.67,-3.11,0.17,Healthcare,SIGA,0.9935233160621761
4.126,8.5867,51.42,2.48,214110.0,134820.0,0.6015,-0.0632,-0.2918,-0.5266,-0.7512000000000001,-0.9286,7.15,2.96,-20.16,-20.44,Healthcare,SGTX,0.7174018419777023
9.39,6.76,10.73,2.46,128000.0,134580.0,0.642,0.030600000000000002,0.0745,0.25780000000000003,0.9093000000000001,3.7124,27.67,9.9,0.02,-0.23,unknown,SGML,1.0543130990415335
9.75,7.03,17.3,4.5,1150000.0,1590000.0,0.225,-0.09609999999999999,0.2733,0.1038,1.081,1.25,27.67,10.42,0.02,-0.23,Technology,SGMA,1.0687179487179488
45.51,43.62,59.27,36.02,18620.0,25310.0,0.5631,0.0168,0.1557,0.2414,0.1369,0.2235,65.0,50.1,2.62,2.03,Technology,SILC,1.1008569545154911
48.72,51.04,67.49,38.28,241250.0,272260.0,1.0892,0.0265,0.051399999999999994,-0.20170000000000002,-0.0852,-0.2761,61.5,44.15,-13.88,-10.54,Healthcare,SILK,0.9061986863711001
9.86,9.77,10.78,9.56,11130.0,83200.0,0.7948000000000001,0.002,-0.0040999999999999995,0.002,0.0155,0.0353,27.67,9.85,2.65,-10.87,Financial Services,SLCR,0.9989858012170386
10.76,11.57,14.0,14.0,226075.0,241960.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,SSIC,1.1366171003717473
9.7,9.7,10.89,9.55,2910.0,13600.0,0.297,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,SLVR,1.2608247422680414
7.69,23.03,63.41,5.87,435550.0,443690.0,0.8883,-0.0857,-0.1119,-0.4133,-0.7996,-0.8327,36.8,6.77,-22.66,-24.5,Healthcare,SBTX,0.8803641092327698
30.38,29.53,33.43,21.23,1000000.0,570600.0,0.6933,0.0397,0.018799999999999997,-0.0043,0.0184,0.4094,32.0,29.95,108.36,108.82,Financial Services,SFNC,0.9858459512837393
38.87,35.81,42.37,26.78,619150.0,408280.0,0.9201999999999999,0.0529,0.107,0.18510000000000001,0.1452,0.4054,42.0,41.45,18.25,5.89,Consumer Defensive,SMPL,1.066375096475431
26.03,29.57,39.6,22.44,1440000.0,793230.0,0.8506999999999999,-0.0652,0.0795,-0.2183,-0.23989999999999997,-0.1997,32.0,26.72,19.0,-332.0,Communication Services,SBGI,1.0265078755282366
3.5352,3.616,12.28,2.09,1010000.0,706870.0,0.0412,0.2225,0.32939999999999997,1.0088,0.4118,1.28,27.67,4.6,-2.86,-1.51,Industrials,SINO,1.3011993663724823
6.3,6.26,8.14,5.75,13950000.0,16540000.0,0.1317,-0.0062,0.0159,0.0443,-0.026000000000000002,-0.0062,7.48,6.43,0.02,-0.23,Communication Services,SIRI,1.0206349206349206
3.5832,6.2394,15.75,2.5,1360000.0,6400000.0,0.0707,0.0063,-0.058499999999999996,-0.0667,-0.6251,-0.6829000000000001,10.0,3.07,-5.67,-10.86,Technology,SYTA,0.8567760660861798
10.11,10.11,10.26,10.01,8760.0,393780.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,unknown,SZZLU,1.2096933728981207
1.2227,1.8572,5.19,0.92,475550.0,504090.0,0.0123,-0.0092,-0.254,-0.2329,-0.5617,-0.7073,27.67,0.96,-0.04,-0.89,Consumer Defensive,EDTK,0.785147624110575
43.28,46.32,61.16,36.35,380800.0,311210.0,0.8956000000000001,-0.0118,-0.020499999999999997,-0.207,-0.0694,0.004,60.0,40.32,9.68,61.99,Industrials,SKYW,0.9316081330868762
9.77,9.73,10.0,9.6,6740.0,32900.0,0.5679,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Financial Services,SKYA,1.2517911975435005
2.0097,3.607,7.535,1.25,84200.0,316300.0,0.1475,-0.0070999999999999995,-0.0479,-0.4484,-0.6609999999999999,-0.6894,27.67,1.37,0.02,-0.23,Healthcare,SLHG,0.681693785142061
159.86,173.67,204.0,142.0,2080000.0,1850000.0,0.757,0.0245,0.009399999999999999,-0.0611,-0.1845,0.039599999999999996,206.39,157.38,326.3,337.8,Technology,SWKS,0.9844864256224195
82.17,101.01,151.44,72.72,290060.0,342140.0,1.0036,0.0208,-0.0374,-0.261,-0.2907,-0.0495,107.25,78.0,53.72,22.25,Consumer Cyclical,SNBR,0.9492515516611902
2.0414,2.4515,4.16,1.73,82640.0,92110.0,0.3895,-0.0223,-0.0885,-0.2647,-0.47450000000000003,0.005699999999999999,3.05,1.75,-7.26,-27.27,Energy,SND,0.8572548251200157
26.6,24.77,28.03,17.86,47680.0,29370.0,0.4216,0.0373,0.06,0.0592,0.1479,0.5201,31.5,27.51,15.69,15.13,Financial Services,SMBK,1.0342105263157895
3.7554,6.7465,16.08,2.29,7380000.0,11090000.0,0.6692,-0.1471,-0.2588,-0.5581,-0.7326999999999999,-0.8086,4.12,2.53,-27.39,-16.88,Healthcare,SDC,0.6736965436438196
5.542,5.3249,8.05,4.43,339080.0,376620.0,0.3743,-0.0611,-0.1515,-0.0206,-0.08810000000000001,-0.10529999999999999,10.18,4.91,-18.61,-5.2,Technology,SMSI,0.885961746661855
6.47,6.47,18.42,4.44,411660.0,1920000.0,0.5528,0.002,-0.016399999999999998,-0.058899999999999994,-0.1115,0.0353,27.67,12.23,0.02,-0.23,Basic Materials,LITM,1.8902627511591965
